"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color"
"Cinereous Antshrike","Thamnomanes_caesius","Antbirds","Thamnophilidae","Passeriformes","M","black, dark gray, dark olive, gray, olive-gray, very dark maroon"
"Cinereous Becard","Pachyramphus_rufus","Cotingas","Cotingidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"Cinereous Becard","Pachyramphus_rufus","Cotingas","Cotingidae","Passeriformes","M","black, brownish gray, dark gray, gray"
"Cinereous Conebill","Conirostrum_cinereum","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Cinereous Finch","Piezorhina_cinerea","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"Cinereous Mourner","Laniocera_hypopyrra","Cotingas","Cotingidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark yellow-buff"
"Cinereous Tinamou","Crypturellus_cinereus","Tinamous","Tinamidae","Tinamiformes","F","brownish gray"
"Cinereous Tinamou","Crypturellus_cinereus","Tinamous","Tinamidae","Tinamiformes",NA,"brownish gray, medium-dark rufous"
"Cinereous Warbling-finch","Poospiza_cinerea","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"Cinnamon Attila","Attila_cinnamomeus","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, dark rufous, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"Cinnamon Attila","Attila_cinnamomeus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark rufous, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon Attila","Attila_cinnamomeus","Tyrant-flycatchers","Tyrannidae","Passeriformes",NA,"brownish gray, dark rufous, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon Ibon","Hypocryptadius_cinnamomeus","White-eyes","Zosteropidae","Passeriformes","F","dark rufous, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon Ibon","Hypocryptadius_cinnamomeus","White-eyes","Zosteropidae","Passeriformes","M","dark rufous, medium yellow-buff, medium-dark rufous"
"Cinnamon Quail-thrush","Cinclosoma_cinnamomeum","Quail-thrushes","Cinclosomatidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Cinnamon Tanager","Schistochlamys_ruficapillus","Tanagers","Thraupidae","Passeriformes","M","black, brownish gray, dark gray, gray, medium-dark yellow-buff"
"Cinnamon Warbling-finch","Poospiza_ornata","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon-bellied Flowerpiercer","Diglossa_baritula","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon-browed Melidectes","Melidectes_ochromelas","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, gray"
"Cinnamon-crested Spadebill","Platyrinchus_saturatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, pale gray"
"Cinnamon-crested Spadebill","Platyrinchus_saturatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Cinnamon-rumped Foliage-gleaner","Philydor_pyrrhodes","Ovenbirds","Furnariidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon-rumped Foliage-gleaner","Philydor_pyrrhodes","Ovenbirds","Furnariidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Cinnamon-tailed Fantail","Rhipidura_fuscorufa","Fantails","Rhipiduridae","Passeriformes","M","brownish gray, dark gray, gray, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark yellow-buff"
"Cinnamon-throated Woodcreeper","Dendrexetastes_rufigula","Woodcreepers","Dendrocolaptidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Cinnamon-throated Woodcreeper","Dendrexetastes_rufigula","Woodcreepers","Dendrocolaptidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Cirl Bunting","Emberiza_cirlus","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"Citron-headed Yellow-finch","Sicalis_luteocephala","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Clamorous Reed-warbler","Acrocephalus_stentoreus","Old World warblers","Sylviidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Clark's Nutcracker","Nucifraga_columbiana","Crows and jays","Corvidae","Passeriformes","F","brownish gray, gray, pale gray"
"Clark's Nutcracker","Nucifraga_columbiana","Crows and jays","Corvidae","Passeriformes","M","brownish gray, gray, pale gray"
"Clay-coloured Sparrow","Spizella_pallida","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff"
"Clay-coloured Thrush","Turdus_grayi","Thrushes","Turdidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Cliff Flycatcher","Hirundinea_ferruginea","Tyrant-flycatchers","Tyrannidae","Passeriformes",NA,"black, brownish gray, dark gray, dark rufous, gray, medium-dark rufous, medium-dark yellow-buff"
"Cliff Swallow","Petrochelidon_pyrrhonota","Swallows and martins","Hirundinidae","Passeriformes","M","black, blue, brownish gray, dark brown, dark gray, dark rufous, dark yellow-buff, gray, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray, very dark rufous"
"Coal Tit","Parus_ater","Tits and chickadees","Paridae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Coal-crested Finch","Charitospiza_eucosma","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"Cobalt-winged Parakeet","Brotogeris_cyanoptera","Parrots","Psittacidae","Psittaciformes","F","blue, dark olive, dark rufous, dark yellow-buff, medium green, medium-dark green, medium-dark olive, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray"
"Cobb's Wren","Troglodytes_cobbi","Wrens","Troglodytidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Cochabamba Mountain-finch","Compsospiza_garleppi","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"Cockatiel","Nymphicus_hollandicus","Parrots","Psittacidae","Psittaciformes","F","black, brownish gray, dark gray, gray, medium cream, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark yellow-buff, pale cream"
"Cocoa Thrush","Turdus_fumigatus","Thrushes","Turdidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, very dark yellow-buff"
"Cocoa Thrush","Turdus_fumigatus","Thrushes","Turdidae","Passeriformes","M","black, brownish gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray"
"Cocos Finch","Pinaroloxias_inornata","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","black, brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Collared Apalis","Oreolais_ruwenzorii","Cisticolas and allies","Cisticolidae","Passeriformes","F","dark gray, gray, medium-dark yellow-buff"
"Collared Flycatcher","Ficedula_albicollis","Chats and Old World flycatchers","Muscicapidae","Passeriformes","F","black, brownish gray, dark gray, gray, medium yellow-buff, pale gray"
"Collared Forest-falcon","Micrastur_semitorquatus","Falcons and caracaras","Falconidae","Falconiformes","F","brownish gray, dark gray, gray, medium cream, medium yellow-buff, olive-gray, pale cream, pale gray"
"Collared Forest-falcon","Micrastur_semitorquatus","Falcons and caracaras","Falconidae","Falconiformes","M","brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale gray"
"Collared Gnatwren","Microbates_collaris","Gnatcatchers","Polioptilidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium-dark rufous, pale gray"
"Collared Gnatwren","Microbates_collaris","Gnatcatchers","Polioptilidae","Passeriformes","M","brownish gray, dark gray, gray, pale gray"
"Collared Gnatwren","Microbates_collaris","Gnatcatchers","Polioptilidae","Passeriformes",NA,"brownish gray, gray, pale gray"
"Collared Inca","Coeligena_torquata","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark gray, gray, medium-dark green, medium-dark olive, pale gray"
"Collared Kingfisher","Todiramphus_chloris","Kingfishers","Alcedinidae","Coraciiformes","M","blue, gray, medium cream, medium-dark green, medium-dark olive, pale cream"
"Collared Puffbird","Bucco_capensis","Puffbirds","Bucconidae","Piciformes","F","brownish gray, dark gray, dark rufous, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Collared Puffbird","Bucco_capensis","Puffbirds","Bucconidae","Piciformes","M","black, brownish gray, dark gray, dark rufous, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"Collared Sparrowhawk","Accipiter_cirrocephalus","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes","F","brownish gray, dark gray, gray, medium-dark rufous, medium-dark yellow-buff"
"Collared Sunbird","Anthreptes_collaris","Sunbirds","Nectariniidae","Passeriformes","F","black, blue, brownish gray, dark gray, gray, medium green, medium yellow-buff, medium-dark olive, medium-dark yellow-buff, pale cream, pale green"
"Collared Sunbird","Anthreptes_collaris","Sunbirds","Nectariniidae","Passeriformes","M","black, blue, dark gray, dark olive, dark purple, dark yellow-buff, gray, medium cream, medium green, medium yellow-buff, pale cream, pale green"
"Collared Towhee","Pipilo_ocai","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff, very dark rufous"
"Collared Trogon","Trogon_collaris","Trogons","Trogonidae","Trogoniformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium tan, medium-dark brown, medium-dark yellow-buff, pale gray"
"Collared Trogon","Trogon_collaris","Trogons","Trogonidae","Trogoniformes","M","brownish gray, dark brown, dark gray, gray, light blue, medium cream, medium-dark brown, medium-dark green, medium-dark olive, medium-dark yellow-buff, pale gray"
"Collared Warbling-finch","Poospiza_hispaniolensis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium-dark yellow-buff"
"Common Bronzewing","Phaps_chalcoptera","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, dark brown, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, very dark rufous"
"Common Bulbul","Pycnonotus_barbatus","Bulbuls","Pycnonotidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray"
"Common Buzzard","Buteo_buteo","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes","F","brownish gray, dark gray, gray"
"Common Cactus-finch","Geospiza_scandens","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"Common Chiffchaff","Phylloscopus_collybita","Old World warblers","Sylviidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Common Coot","Fulica_atra","Rails, crakes and allies","Rallidae","Gruiformes","M","brownish gray, dark gray, gray"
"Common Crane","Grus_grus","Cranes","Gruidae","Gruiformes","F","brownish gray, dark gray, gray"
"Common Diuca-finch","Diuca_diuca","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium-dark rufous, medium-dark yellow-buff"
"Common Diving-petrel","Pelecanoides_urinatrix","Diving-petrels","Pelecanoididae","Procellariiformes","F","black, dark gray, gray, pale cream, pale gray"
"Common Eider","Somateria_mollissima","Ducks, geese and swans","Anatidae","Anseriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium green, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale gray"
"Common Fiscal","Lanius_collaris","Shrikes","Laniidae","Passeriformes","F","black, dark gray, gray, pale gray"
"Common Goldeneye","Bucephala_clangula","Ducks, geese and swans","Anatidae","Anseriformes",NA,"gray"
"Common Gonolek","Laniarius_barbarus","Helmetshrikes, bushshrikes and puffbacks","Malaconotidae","Passeriformes","F","dark gray, medium-dark brown, medium-dark yellow-buff"
"Common Gonolek","Laniarius_barbarus","Helmetshrikes, bushshrikes and puffbacks","Malaconotidae","Passeriformes","M","dark gray, gray, medium yellow-buff, medium-dark brown, medium-dark yellow-buff"
"Common Grackle","Quiscalus_quiscula","New World blackbirds","Icteridae","Passeriformes","F","black, blue, brownish gray, dark blue, dark gray, dark purple, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff, olive-gray"
"Common Grenadier","Uraeginthus_granatinus","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium red-brown, medium tan, pale buff, pale pinkish buff, very pale buff, very pale cream, very pale orange-buff, very pale pinkish buff, very pale purple"
"Common Grenadier","Uraeginthus_granatinus","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium pinkish buff, medium purple, medium red-brown, medium tan, medium-dark brown, medium-dark maroon, pale buff, pale orange-buff, pale pinkish buff, pale purple, very pale buff, very pale orange-buff, very pale pinkish buff, very pale purple"
