"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color","Pro_Crown","Pro_Forehead","Pro_Nape","Pro_Supercilium","Pro_Lores","Pro_Auriculars","Pro_Malar","Pro_Eye","Pro_Beak","Pro_Mantle","Pro_Back","Pro_Scapulars","Pro_Rump","Pro_Collar","Pro_Chin_Throat","Pro_Breast","Pro_Belly","Pro_Flanks","Pro_Crissum","Pro_Wing_Coverts","Pro_Primaries","Pro_Secondaries","Pro_Tertials","Pro_Alula","Pro_WingBar","Pro_Wing_Other","Pro_Tail_Dorsal","Pro_Tail_Ventral","Pro_Tail_Outer","Pro_Tail_Other","Pro_Legs"
"Chestnut-winged Hookbill","Ancistrops_strigilatus","Ovenbirds","Furnariidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","brownish gray, dark gray",NA,"brownish gray, dark gray",NA,NA,"dark gray, gray, brownish gray",NA,NA,NA,NA,"brownish gray",NA,"dark yellow-buff, brownish gray",NA,"gray, medium-dark yellow-buff, medium yellow-buff","medium-dark yellow-buff, gray","medium-dark yellow-buff, medium yellow-buff","brownish gray",NA,"medium-dark rufous, brownish gray",NA,NA,NA,NA,NA,"brownish gray, dark rufous",NA,NA,NA,"dark rufous",NA
"Chestnut-winged Starling","Onychognathus_fulgidus","Starlings","Sturnidae","Passeriformes","M","blue, brownish gray, dark brown, dark gray, dark rufous, gray","gray, blue",NA,"gray, dark gray, blue",NA,NA,NA,NA,NA,NA,NA,"gray",NA,"gray, dark gray",NA,"gray, dark gray, blue","gray, dark gray, blue","gray",NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark rufous, brownish gray, dark brown",NA,NA,NA,"dark gray, gray",NA
"Chihuahuan Raven","Corvus_cryptoleucus","Crows and jays","Corvidae","Passeriformes","F","dark gray, gray","gray, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA,NA,NA,NA,"dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chihuahuan Raven","Corvus_cryptoleucus","Crows and jays","Corvidae","Passeriformes","M","dark gray, gray","dark gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA,NA,NA,NA,"dark gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimney Swift","Chaetura_pelagica","Swifts","Apodidae","Apodiformes","F","black, brownish gray, dark gray, gray, medium-dark yellow-buff","dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray, brownish gray, black",NA,NA,NA,"brownish gray, gray, medium-dark yellow-buff",NA,"brownish gray, dark gray, gray",NA,NA,"dark gray, brownish gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark gray, brownish gray",NA
"Chinspot Batis","Batis_molitor","Shrike-flycatchers, wattle-eyes and batises","Platysteiridae","Passeriformes","F","black, dark gray, dark rufous, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray, very dark rufous","dark gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark gray",NA,NA,NA,"pale gray, gray, medium-dark orange-buff, dark rufous, medium-dark rufous, medium-dark yellow-buff",NA,"black, dark gray, dark rufous, very dark rufous",NA,NA,"dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark gray",NA
"Chipping Sparrow","Spizella_passerina","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark brown, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff, pale gray, very dark rufous","dark rufous, medium-dark rufous, very dark rufous, dark brown",NA,NA,"gray",NA,"gray",NA,NA,NA,NA,"brownish gray, medium-dark yellow-buff, dark yellow-buff, medium-dark rufous",NA,NA,NA,"gray, pale gray","gray, brownish gray","gray, pale gray",NA,NA,"brownish gray, gray, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA
"Chirruping Wedgebill","Psophodes_cristatus","Whipbirds, wedgebills and jewel-babblers","Eupetidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium-dark yellow-buff","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark yellow-buff",NA,NA,NA,"gray, brownish gray",NA,"gray, brownish gray",NA,NA,"brownish gray, medium-dark yellow-buff, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA
"Chotoy Spinetail","Schoeniophylax_phryganophilus","Ovenbirds","Furnariidae","Passeriformes","F","brownish gray, dark gray, dark rufous, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, very dark rufous","dark rufous, very dark rufous, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark gray, gray",NA,NA,NA,"medium-dark yellow-buff, gray, medium yellow-buff",NA,"gray",NA,NA,"very dark rufous, medium-dark rufous, dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark gray",NA
"Chowchilla","Orthonyx_spaldingii","Logrunners","Orthonychidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, gray, medium-dark rufous","dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark gray, gray, black",NA,NA,NA,"gray, dark rufous, medium-dark rufous",NA,"gray",NA,NA,"dark gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA
"Christmas Island Imperial-pigeon","Ducula_whartoni","Doves and pigeons","Columbidae","Columbiformes","M","brownish gray, dark gray, dark rufous, gray, medium-dark rufous, olive-gray","brownish gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,"gray, olive-gray, brownish gray",NA,NA,"gray, brownish gray, olive-gray",NA,NA,"dark gray, gray, brownish gray",NA,NA,"brownish gray","gray, brownish gray",NA,NA,NA,NA,NA,"brownish gray","olive-gray, dark gray","brownish gray, gray",NA,NA,NA
"Christmas Island Shearwater","Puffinus_nativitatis","Petrels and shearwaters","Procellariidae","Procellariiformes","M","brownish gray, dark gray","brownish gray, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,"brownish gray",NA,"brownish gray","brownish gray","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chubb's Cisticola","Cisticola_chubbi","Cisticolas and allies","Cisticolidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, pale gray","dark rufous, dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"gray",NA,"gray, pale gray",NA,NA,"brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA
"Chucao Tapaculo","Scelorchilus_rubecula","Tapaculos","Rhinocryptidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, medium-dark rufous, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark rufous",NA,NA,NA,"medium-dark yellow-buff, medium-dark rufous, dark rufous",NA,NA,"dark yellow-buff, medium-dark rufous, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chucao Tapaculo","Scelorchilus_rubecula","Tapaculos","Rhinocryptidae","Passeriformes","M","brownish gray, dark yellow-buff, medium-dark rufous, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark yellow-buff",NA,NA,NA,"medium-dark yellow-buff, medium-dark rufous",NA,NA,"dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cinderella Waxbill","Estrilda_thomensis","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium tan, pale orange-buff, very pale buff, very pale cream, very pale orange-buff","very pale orange-buff, very pale cream","very pale buff",NA,NA,NA,NA,NA,NA,NA,NA,"very pale orange-buff",NA,NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium tan, pale orange-buff",NA,NA,NA,"very pale buff",NA
"Cinderella Waxbill","Estrilda_thomensis","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium tan, pale buff, pale orange-buff, very pale buff, very pale cream, very pale orange-buff","very pale orange-buff, very pale cream","pale buff, very pale buff",NA,NA,NA,NA,NA,NA,NA,NA,"pale orange-buff, very pale orange-buff",NA,NA,NA,"very pale cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very pale buff, very pale orange-buff",NA,NA,NA,"very pale buff, medium tan",NA
"Cinereous Antshrike","Thamnomanes_caesius","Antbirds","Thamnophilidae","Passeriformes","F","black, brownish gray, dark gray, dark olive, dark rufous, dark yellow-buff, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale gray","gray, olive-gray, black, dark gray",NA,"black","black, brownish gray, gray","black, brownish gray","olive-gray, black","brownish gray",NA,NA,NA,"gray, black, dark yellow-buff, pale gray","brownish gray, black","brownish gray, black",NA,"black, gray","black, medium-dark orange-buff, medium-dark rufous","black, medium-dark rufous","black, medium-dark rufous","dark olive, dark rufous","black, olive-gray",NA,"black",NA,"dark rufous, black",NA,NA,NA,NA,NA,"black",NA
"Cinereous Antshrike","Thamnomanes_caesius","Antbirds","Thamnophilidae","Passeriformes","M","black, dark gray, dark olive, gray, olive-gray, very dark maroon","dark olive, black, very dark maroon",NA,"black","black, dark gray","black, gray","dark gray, black","gray, black",NA,NA,NA,"black, gray","black","black",NA,"gray, dark gray","gray, dark gray, black","gray, black","gray, black","gray, black","black",NA,"black",NA,"black, gray",NA,NA,NA,NA,NA,"olive-gray",NA
"Cinereous Becard","Pachyramphus_rufus","Cotingas","Cotingidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream","dark rufous, dark yellow-buff, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark orange-buff, medium-dark yellow-buff, medium-dark rufous",NA,NA,NA,NA,"medium yellow-buff, medium cream, pale cream","gray, pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"dark rufous, medium-dark rufous, medium yellow-buff",NA
"Cinereous Becard","Pachyramphus_rufus","Cotingas","Cotingidae","Passeriformes","M","black, brownish gray, dark gray, gray","dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray",NA,NA,NA,NA,"gray","gray",NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray, brownish gray",NA,NA,NA,"dark gray, brownish gray, gray",NA
"Cinereous Conebill","Conirostrum_cinereum","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff","gray, dark gray, brownish gray",NA,NA,"gray, medium yellow-buff",NA,NA,NA,NA,NA,NA,"gray, brownish gray, dark gray",NA,"gray",NA,"gray, brownish gray","gray","medium-dark yellow-buff, gray",NA,"gray, medium-dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,"brownish gray, gray, dark gray","gray, dark gray",NA,NA,NA,NA
"Cinereous Finch","Piezorhina_cinerea","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray","gray, brownish gray, dark gray",NA,NA,NA,"dark gray, gray, brownish gray",NA,NA,NA,NA,NA,"gray, brownish gray",NA,"gray, brownish gray",NA,"gray","gray","gray",NA,"gray",NA,NA,NA,NA,NA,NA,"brownish gray, dark gray, gray","dark gray, gray, brownish gray",NA,NA,NA,NA
"Cinereous Mourner","Laniocera_hypopyrra","Cotingas","Cotingidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark yellow-buff","gray",NA,"gray",NA,NA,"gray",NA,NA,NA,NA,"gray","medium-dark orange-buff","gray",NA,"brownish gray, gray","medium-dark yellow-buff, gray","gray, medium yellow-buff",NA,NA,"gray, brownish gray",NA,NA,NA,NA,NA,"brownish gray, dark yellow-buff, medium-dark yellow-buff",NA,NA,NA,"brownish gray",NA
"Cinereous Tinamou","Crypturellus_cinereus","Tinamous","Tinamidae","Tinamiformes","F","brownish gray","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,NA,"brownish gray","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"brownish gray",NA
"Cinereous Tinamou","Crypturellus_cinereus","Tinamous","Tinamidae","Tinamiformes",NA,"brownish gray, medium-dark rufous","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,NA,"brownish gray","medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"brownish gray",NA
"Cinereous Warbling-finch","Poospiza_cinerea","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray","dark gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA,"dark gray, gray",NA,"gray","gray","gray",NA,"gray",NA,NA,NA,NA,NA,NA,"dark gray, brownish gray, gray","dark gray, gray",NA,"gray",NA,NA
"Cinnamon Attila","Attila_cinnamomeus","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, dark rufous, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream","medium-dark yellow-buff, medium-dark orange-buff, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium cream, medium yellow-buff, medium-dark orange-buff",NA,NA,NA,NA,"medium yellow-buff","pale cream, medium cream",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark gray",NA,NA,NA,"dark rufous, medium-dark rufous",NA
"Cinnamon Attila","Attila_cinnamomeus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark rufous, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","medium-dark orange-buff, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, medium-dark rufous, medium-dark orange-buff",NA,NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff","medium cream",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"dark rufous",NA
"Cinnamon Attila","Attila_cinnamomeus","Tyrant-flycatchers","Tyrannidae","Passeriformes",NA,"brownish gray, dark rufous, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, medium-dark orange-buff",NA,NA,NA,NA,"medium-dark yellow-buff","medium yellow-buff, medium cream",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"dark rufous",NA
"Cinnamon Ibon","Hypocryptadius_cinnamomeus","White-eyes","Zosteropidae","Passeriformes","F","dark rufous, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","dark rufous, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous",NA,NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cinnamon Ibon","Hypocryptadius_cinnamomeus","White-eyes","Zosteropidae","Passeriformes","M","dark rufous, medium yellow-buff, medium-dark rufous","dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous",NA,NA,NA,NA,"medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cinnamon Quail-thrush","Cinclosoma_cinnamomeum","Quail-thrushes","Cinclosomatidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray","medium-dark rufous, medium-dark yellow-buff, brownish gray, dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous, brownish gray",NA,NA,NA,"black, dark gray, brownish gray",NA,"gray, pale gray, medium yellow-buff",NA,NA,"dark gray, gray, brownish gray, medium-dark yellow-buff, medium-dark rufous, medium-dark orange-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous, brownish gray",NA
"Cinnamon Tanager","Schistochlamys_ruficapillus","Tanagers","Thraupidae","Passeriformes","M","black, brownish gray, dark gray, gray, medium-dark yellow-buff","dark gray, brownish gray, gray",NA,NA,NA,"dark gray, black",NA,NA,NA,NA,NA,"gray",NA,"gray",NA,"medium-dark yellow-buff, brownish gray, gray","medium-dark yellow-buff, gray","gray, medium-dark yellow-buff",NA,"medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,"gray, dark gray, brownish gray, medium-dark yellow-buff","dark gray, gray, black",NA,NA,NA,NA
"Cinnamon Warbling-finch","Poospiza_ornata","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff","gray, dark gray, brownish gray",NA,NA,"gray, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,"gray, brownish gray",NA,"brownish gray, gray",NA,"medium-dark yellow-buff, dark rufous, medium-dark rufous","dark yellow-buff, medium-dark rufous, dark rufous, medium-dark yellow-buff","gray, medium-dark yellow-buff, medium-dark rufous",NA,"gray, medium-dark yellow-buff","gray",NA,NA,NA,NA,NA,"brownish gray, dark gray, gray","dark gray, brownish gray",NA,"gray",NA,NA
"Cinnamon-bellied Flowerpiercer","Diglossa_baritula","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff","brownish gray, gray, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, brownish gray, dark gray",NA,"gray, brownish gray",NA,"gray, brownish gray, dark gray","gray, medium-dark yellow-buff, brownish gray, dark rufous, medium-dark rufous","gray, medium-dark yellow-buff, dark rufous, medium-dark rufous",NA,"medium-dark yellow-buff, dark yellow-buff, gray, medium-dark rufous, dark rufous",NA,NA,NA,NA,NA,NA,"brownish gray, gray, dark gray","brownish gray, dark gray",NA,NA,NA,NA
"Cinnamon-browed Melidectes","Melidectes_ochromelas","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, gray","dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA,NA,NA,"black, dark gray, brownish gray",NA,"dark gray, brownish gray, black, gray",NA,NA,"brownish gray, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA
"Cinnamon-crested Spadebill","Platyrinchus_saturatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, pale gray","brownish gray, dark yellow-buff",NA,"brownish gray","brownish gray, dark yellow-buff","brownish gray, dark yellow-buff","brownish gray","medium-dark yellow-buff, brownish gray",NA,NA,NA,"brownish gray, dark yellow-buff","brownish gray, dark yellow-buff","dark yellow-buff",NA,"gray, pale gray","medium cream, medium-dark yellow-buff, medium yellow-buff","pale cream","medium-dark yellow-buff","medium-dark yellow-buff","brownish gray",NA,"brownish gray",NA,"medium yellow-buff, dark yellow-buff",NA,NA,NA,NA,NA,"brownish gray",NA
"Cinnamon-crested Spadebill","Platyrinchus_saturatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff","brownish gray, dark rufous",NA,"gray, brownish gray","brownish gray, medium-dark yellow-buff","brownish gray, gray","brownish gray, medium-dark yellow-buff","gray",NA,NA,NA,"brownish gray, dark yellow-buff","brownish gray, medium-dark yellow-buff","dark yellow-buff",NA,"gray","gray, medium yellow-buff","medium yellow-buff","gray","gray","brownish gray, medium-dark yellow-buff",NA,"brownish gray",NA,"brownish gray, medium-dark yellow-buff",NA,NA,NA,NA,NA,"brownish gray",NA
